clean_tags,hashtags,date,Year,Month,Day,user_id,username,name,tweet,language,mentions,replies_count,retweets_count,likes_count,link,retweet,reply_to
fridaysforfuture,['fridaysforfuture'],2021-07-30,2021,7,30,1076471464147255296,fff_hamburg,Fridays for Future Hamburg ⚓️,"It's Friday again! ✌🏻💚  Kommt mit uns auf die Straße. Nicht nur heute. Sondern auch in den nächsten Wochen – und am 24. September. Wir sind hier, wir sind laut! ✊ #FridaysForFuture  https://t.co/eLOj3l9Ybx",de,[],34,234,1208,https://twitter.com/fff_hamburg/status/1421054020249178116,False,[]
"climatestrike, climatecrisisishere, facetheclimateemergency, mindthegap, uprootthesystem, fridaysforfuture","['climatestrike', 'climatecrisisishere', 'facetheclimateemergency', 'mindthegap', 'uprootthesystem', 'fridaysforfuture']",2021-07-30,2021,7,30,1106233568131461121,cevikushb,Deniz4Future,My 123rd week on #ClimateStrike 🌍 Deeply sorrowed by floods in the north and wildfires in the south of Turkey. That's clearly the climate crisis manifesting itself across my country 🌏 #ClimateCrisisIsHere #FaceTheClimateEmergency #MindTheGap #UprootTheSystem #FridaysForFuture +  https://t.co/Cy3wEQjMEu,en,[],47,459,3042,https://twitter.com/CevikusHB/status/1421023683284455424,False,[]
"mindthegap, climatestrikeonline, fridaysforfuture, facetheclimateemergency","['mindthegap', 'climatestrikeonline', 'fridaysforfuture', 'facetheclimateemergency']",2021-07-30,2021,7,30,1006419421244678144,gretathunberg,Greta Thunberg,School strike week 154. Even though it’s summer holiday we keep on protesting on Fridays.  #MindTheGap #climatestrikeonline #fridaysforfuture #FaceTheClimateEmergency  https://t.co/RVVNgoTnHn,en,[],198,1356,9541,https://twitter.com/GretaThunberg/status/1421022309318602752,False,[]
"climatestrikeonline, fridaysforfuture, schoolstrike4climate, flattenthecurve, earthovershootday, cop26, climatecrisis, uprootthesystem","['climatestrikeonline', 'fridaysforfuture', 'schoolstrike4climate', 'flattenthecurve', 'earthovershootday', 'cop26', 'climatecrisis', 'uprootthesystem']",2021-07-30,2021,7,30,4895104294,patriciakombo,Patricia kombo,School strike week 124 Climate change is a health problem   #ClimateStrikeOnline. @GretaThunberg #fridaysforfuture #schoolstrike4climate #FlattenTheCurve @Fridays4future #EarthOvershootDay  #COP26 #ClimateCrisis #UprootTheSystem  https://t.co/in6NfXoDf3,en,"[{'screen_name': 'gretathunberg', 'name': 'greta thunberg', 'id': '1006419421244678144'}, {'screen_name': 'fridays4future', 'name': 'fridays for future', 'id': '1053768884732547072'}]",3,37,118,https://twitter.com/patriciakombo/status/1421018143149993984,False,[]
"climatestrike, climateactionnow, climatechangeisreal, fridaysforfuture","['climatestrike', 'climateactionnow', 'climatechangeisreal', 'fridaysforfuture']",2021-07-30,2021,7,30,1189438597734244352,patiencenabz,Patience Nabukalu,"My week 70. If we don't act now we shall not have anywhere to stay nor the next generation, #climatestrike #ClimateActionNow #ClimateChangeIsReal  #fridaysforfuture  https://t.co/T1SLM8ixcF",en,[],4,70,337,https://twitter.com/patienceNabz/status/1421014238949265408,False,[]
"fridaysforfuture, climate, climatecrisis, nytonpakko","['fridaysforfuture', 'climate', 'climatecrisis', 'nytonpakko']",2021-07-30,2021,7,30,1067864641,sirjablixt,Sirja Blixt🌻,150th Friday in Helsinki Finland. Waiting for rain and bold climate action from our government! #FridaysForFuture #climate #ClimateCrisis #nytonpakko @GretaThunberg  https://t.co/rynVw979vj,en,"[{'screen_name': 'gretathunberg', 'name': 'greta thunberg', 'id': '1006419421244678144'}]",4,12,63,https://twitter.com/SirjaBlixt/status/1421014221727338502,False,[]
"fridaysforfuture, climateaction, borneo, saveborneorainforest, savebaritoriver","['fridaysforfuture', 'climateaction', 'borneo', 'saveborneorainforest', 'savebaritoriver']",2021-07-30,2021,7,30,1287774071715921921,northeastmsp,Laura-Consultant #BiodiversityLoss #ClimateAction,@setiabudhi18 @lauramarsh70 @Swidstrand @toni_makaroni @ElineSlootweg @liskramer @PalmOilDetect @Gary_Chandler @IsmarHamid Good #fridaysforfuture morning Dr Setia🙏💚🌎🌍🌏@Fridays4future #ClimateAction  Thks tag-I will gladly raise voices of last Dyak indigenous #borneo-will tag you @PalmOilDetect when scan/post my photos 1999 Borneo-in footsteps Bruno Manser😢 #saveborneorainforest #savebaritoriver  https://t.co/sEpkDPGfL2,en,"[{'screen_name': 'fridays4future', 'name': 'fridays for future', 'id': '1053768884732547072'}, {'screen_name': 'palmoildetect', 'name': 'palm oil detectives', 'id': '1351436889316683778'}]",2,6,8,https://twitter.com/NorthEastMSP/status/1421013918634455044,False,"[{'screen_name': 'setiabudhi18', 'name': 'Dr.Setia Budhi @BerukHutan @Ethnographer', 'id': '1302400462931390466'}, {'screen_name': 'lauramarsh70', 'name': 'Laura #Bees🐝🛡️💯 #ClimateAction #Scotland', 'id': '2949092680'}, {'screen_name': 'Swidstrand', 'name': 'Staffan Widstrand', 'id': '354784634'}, {'screen_name': 'toni_makaroni', 'name': 'Antonio Ivanovski', 'id': '878302040'}, {'screen_name': 'ElineSlootweg', 'name': 'Eline Slootweg', 'id': '1321841892892516353'}, {'screen_name': 'liskramer', 'name': 'Dr Elisabeth Kramer', 'id': '3274755169'}, {'screen_name': 'PalmOilDetect', 'name': 'Palm Oil Detectives', 'id': '1351436889316683778'}, {'screen_name': 'Gary_Chandler', 'name': 'Gary Chandler', 'id': '320951958'}, {'screen_name': 'IsmarHamid', 'name': 'IsH_', 'id': '1383827185773924362'}]"
"querdenken, fridaysforfuture","['querdenken', 'fridaysforfuture']",2021-07-31,2021,7,31,787649433097961472,nightmare_keks,Michael Mayr,"Nein, #Querdenken ist nicht die größte außerparlamentarische Opposition.  Das ist #FridaysForFuture, Ende Gelände und viele andere.  Aber mit Sicherheit nicht Querdenken.  https://t.co/HwKdkDQYDS",de,[],10,8,102,https://twitter.com/Nightmare_Keks/status/1421559143677239299,False,[]
fridaysforfuture,['fridaysforfuture'],2021-07-31,2021,7,31,989081928749015046,labonitamascota,Bonita auch auf Mastodon 🇳🇵,"@HalleVerkehrt Ist ok, aber die 68er und die davor haben ohne zu zweifeln rausgehauen. Wir Boomer waren die ersten, die ans Umsteuern gedacht haben. Zu langsam, ganz klar. Deshalb unterstützen wir jetzt tunlichst die Generation #FridaysForFuture.",de,[],3,3,16,https://twitter.com/Labonitamascota/status/1421555611431538689,False,"[{'screen_name': 'HalleVerkehrt', 'name': 'Halle Verkehrt #StopBurningFossilFuels', 'id': '893034580411916288'}]"
"gazprom, shell, bp, total, uniper","['gazprom', 'shell', 'bp', 'total', 'uniper']",2021-07-31,2021,7,31,2949852245,simeonpreuss,Simeon Preuß,"Wenn @Ende__Gelaende oder @FridayForFuture anfangen, mit uns gegen den Atomausstieg zu protestieren, werde ich meine #Gazprom, #Shell, #BP, #Total und #Uniper Aktien panikverkaufen.  https://t.co/y2gDr9XRcO",de,"[{'screen_name': 'ende__gelaende', 'name': 'ende gelände #100milliardenbessereideen', 'id': '3232960847'}, {'screen_name': 'fridayforfuture', 'name': 'fridays for future germany', 'id': '1072187272815149057'}]",2,6,36,https://twitter.com/SimeonPreuss/status/1421541252445745159,False,[]
endegelände,['endegelände'],2021-07-31,2021,7,31,1072187272815149057,fridayforfuture,Fridays for Future Germany,"Kurzer Einwurf: Große Liebe an alle, die sich heute mit #EndeGelände u.a. auf Schienen und dem Wasser gegen Gasinfrastruktur und den fossilen Kapitalismus einsetzen. Ihr seid spitze. ❤️",de,[],47,103,923,https://twitter.com/FridayForFuture/status/1421508629711237124,False,[]
fridaysforfuture,['fridaysforfuture'],2021-07-31,2021,7,31,1116070844588077057,hartiasimo,Simo Hartia 🇫🇮🇸🇪🇩🇪🇺🇸🎸🤘🔥🪓🌲,"Hyvin palaa Teslat - tällä kertaa akkuprojekti. Myrkyllistä savua leviää ympäristöön Australian suurimmasta Tesla-akkuhankkeesta.13 t litiumakku syttyi palamaan,palo levisi viereisiin.Yli 150 palomiestä seuraamassa paloa,palaa koko yön #FridaysForFuture  https://t.co/UBM036pu4P",fi,[],3,7,12,https://twitter.com/HartiaSimo/status/1421483794251591680,False,[]
"brunsbuettel, klimaschutz, endegelaende, fridaysforfuture","['brunsbuettel', 'klimaschutz', 'endegelaende', 'fridaysforfuture']",2021-07-31,2021,7,31,4202151411,dlfnachrichten,Die Nachrichten,Klimaaktivistinnen und -aktivisten haben im schleswig-holsteinischen #Brunsbuettel gegen den Bau eines Flüssiggasterminals protestiert.   https://t.co/0nknnVAfdx  #Klimaschutz #EndeGelaende #FridaysForFuture,de,[],8,7,22,https://twitter.com/DLFNachrichten/status/1421445480282722305,False,[]
"endegelände, racistclimate","['endegelände', 'racistclimate']",2021-07-31,2021,7,31,1072187272815149057,fridayforfuture,Fridays for Future Germany,"Die Aktivist*innen von #EndeGelände sind heute auch gegen das Geschäftsmodell fossiler Konzerne aktiv. Die Ausbeutung der am stärksten von der Klimakrise betroffenen Menschen &amp; Gebiete muss gestoppt werden.#RacistClimate  Der Konzern Covestro zeigt, warum:  https://t.co/rMvN653qA7",de,[],20,55,278,https://twitter.com/FridayForFuture/status/1421422234577604608,False,[]
fridaysforfuture,['fridaysforfuture'],2021-07-31,2021,7,31,1053768884732547072,fridays4future,Fridays For Future,"#FridaysForFuture week 34 in New Hampshire | @maddyspring21  After weeks of unprecedented forest fires, extreme flooding &amp; heatwaves across the globe, we are demanding action NOW from our leaders. We are at a point of now or never. What side of history will you be on?  https://t.co/U8ycuyiJV3",en,"[{'screen_name': 'maddyspring21', 'name': 'maddy springfield', 'id': '1300239325376978944'}]",5,41,117,https://twitter.com/Fridays4future/status/1421424294739984391,False,[]
endegelände,['endegelände'],2021-07-31,2021,7,31,1072187272815149057,fridayforfuture,Fridays for Future Germany,"Los geht's! #EndeGelände kämpft heute gegen den Weiterbetrieb und Ausbau von Gas.  Der treibt uns nicht ""nur"" in die Klimakatastrophe – er findet auch auf dem Rücken von Menschen im globalen Süden statt.  In Solidarität mit allen, die sich dieser Zerstörung entgegenstellen!",de,[],27,70,506,https://twitter.com/FridayForFuture/status/1421413398269599749,False,[]
fridaysforfuture,['fridaysforfuture'],2021-07-31,2021,7,31,371098035,barbrohansson,Barbro Stigsdotter,"#FridaysForFuture Höganäs. I två och ett halv år har vi stått i centrum varje fredag kl 15-16, There´s no Planet B.  Igår hade vi nya budskap och riktade dem för första gången ut mot Storgatan där den ena stora bilen efter den andra passerade.  https://t.co/5loxlT8f0K",sv,[],2,4,31,https://twitter.com/BarbroHansson/status/1421342847647760384,False,[]
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, cdurausausderregierung","['ohnemeinenphysiotherapeuten', 'therapeutenamlimit', 'gesundheitkämpft', 'unten', 'einesorgeweniger', 'heimatstern', 'noafd', 'fridaysforfuture', 'legalizeit', 'richtermüller', 'cdurausausderregierung']",2021-07-31,2021,7,31,3208594605,jmxmertens,Jörg Mertens🥦🌈🇺🇦#EineSorgeWeniger,Guten Morgen vom Hirschgarten 👋😷noch nicht mal August und schon herbstlich... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller #CDUrausausderRegierung  ✊💪🥦🌈,de,[],8,3,24,https://twitter.com/JmxMertens/status/1421298003118280709,False,[]
"oceans, planet, sea, climateaction, energytransition, climatecrisis, sdgs, carbon, sustainability, fridaysforfuture, extinctionrebellion, co2","['oceans', 'planet', 'sea', 'climateaction', 'energytransition', 'climatecrisis', 'sdgs', 'carbon', 'sustainability', 'fridaysforfuture', 'extinctionrebellion', 'co2']",2021-07-31,2021,7,31,59386332,arikring,Arik Ring - Energy Engineering Expert,@Zalmodegicos @RuthPtn @DawnRoseTurner @ToddMcKissick @Jackthelad1947 @NeurozoInnovat1 @kashthefuturist @AdamRogers2030 @ReclaimAnglesea @debraruh @HansLak @SusanHeaney @matthewshirts @seth_leitman @AmazingChevVolt @1o5CleanEnergy @kirillklip @autrement_votre @jellsmoor @rtoinsider @Bookfoolery @lillith6 @charluv2011 @cberrl @MichaelEMann @mzjacobson @ShiCooks @ProfStrachan @stracma @p_hannam @iron_light @gezgintrk @MarcVegan @Firefly_Power @AKimCampbell @HeinzVHoenen @bluedillygal @1CaptD @Wipapa5 @JosephPrigith @NancySinatra @GretaThunberg @MarkRuffalo @Anne_Hidalgo @underoak #Oceans Help Keep Our Only #Planet Inhabitable Pls RT if U Want The #Sea Protected  #ClimateAction #EnergyTransition #ClimateCrisis #SDGs #Carbon #Sustainability #FridaysForFuture #ExtinctionRebellion #CO2 @CurieuxExplorer @JesseJenkins @JJ_Angelus @treacl  https://t.co/zpvN6Nf6dN,en,"[{'screen_name': 'curieuxexplorer', 'name': 'dev khanna', 'id': '1249601030502756353'}, {'screen_name': 'jessejenkins', 'name': 'jessejenkins', 'id': '17026589'}, {'screen_name': 'jj_angelus', 'name': 'jj. angelus (mrs.)', 'id': '30588028'}, {'screen_name': 'treacl', 'name': 'tony anstatt 🦘🇪🇸🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f', 'id': '16343574'}]",6,148,130,https://twitter.com/arikring/status/1421240784142098440,False,"[{'screen_name': 'Zalmodegicos', 'name': '🇺🇳🏳️\u200d🌈♿️☮️⚕️🇸🇬🇭🇰🇯🇵 NIHIL SINE LEX', 'id': '863025632770445315'}, {'screen_name': 'RuthPtn', 'name': '💧 Ruth Punton', 'id': '26401734'}, {'screen_name': 'DawnRoseTurner', 'name': 'Dawn Rose Turner', 'id': '35692915'}, {'screen_name': 'ToddMcKissick', 'name': 'Todd McKissick', 'id': '375834697'}, {'screen_name': 'Jackthelad1947', 'name': 'John Pratt', 'id': '172081908'}, {'screen_name': 'NeurozoInnovat1', 'name': 'Neurozo Innovation', 'id': '983669933111312384'}, {'screen_name': 'kashthefuturist', 'name': 'Dr. Kash Siri', 'id': '925112851894865920'}, {'screen_name': 'AdamRogers2030', 'name': '#TakingActionOnline for the #SDGs', 'id': '1497787496'}, {'screen_name': 'ReclaimAnglesea', 'name': 'Andrew Laird', 'id': '519388948'}, {'screen_name': 'debraruh', 'name': 'Debra Ruh', 'id': '17905508'}, {'screen_name': 'HansLak', 'name': 'Hans Lak #Mission2030 🌎 A Team', 'id': '21389328'}, {'screen_name': 'SusanHeaney', 'name': 'Susan Arnot Heaney', 'id': '460455698'}, {'screen_name': 'matthewshirts', 'name': 'matthew shirts', 'id': '132297131'}, {'screen_name': 'seth_leitman', 'name': 'Seth Leitman', 'id': '23431221'}, {'screen_name': 'AmazingChevVolt', 'name': 'Thomas J Thias / Clean Energy Retort™ 517-749-0532', 'id': '437085205'}, {'screen_name': '1o5CleanEnergy', 'name': 'Climate Emergency', 'id': '2235191251'}, {'screen_name': 'kirillklip', 'name': 'Kirill Klip 🌎 ⚡️⛏ #Gold & #rEVolution 🔌🔋🚘', 'id': '132288724'}, {'screen_name': 'autrement_votre', 'name': 'Louis_HK', 'id': '555348031'}, {'screen_name': 'jellsmoor', 'name': 'James Ellsmoor 🏝', 'id': '49760807'}, {'screen_name': 'rtoinsider', 'name': 'RTO Insider™', 'id': '1762629482'}, {'screen_name': 'Bookfoolery', 'name': 'Bookfoolery', 'id': '18091880'}, {'screen_name': 'lillith6', 'name': 'Lillian', 'id': '56625292'}, {'screen_name': 'charluv2011', 'name': 'Pure True Love 💕 🇧🇿', 'id': '731019727'}, {'screen_name': 'cberrl', 'name': 'c. berry lee', 'id': '72454254'}, {'screen_name': 'MichaelEMann', 'name': 'Prof Michael E. Mann', 'id': '384923143'}, {'screen_name': 'mzjacobson', 'name': 'Mark Z. Jacobson', 'id': '114040486'}, {'screen_name': 'ShiCooks', 'name': 'Learn as if you will live forever', 'id': '3317152316'}, {'screen_name': 'ProfStrachan', 'name': 'Prof. Peter Strachan', 'id': '2562240601'}, {'screen_name': 'stracma', 'name': 'Andreea STRACHINESCU #sustainability #innovation', 'id': '3016840503'}, {'screen_name': 'p_hannam', 'name': 'Peter Hannam', 'id': '495650403'}, {'screen_name': 'iron_light', 'name': '@iron_light', 'id': '2253477378'}, {'screen_name': 'gezgintrk', 'name': 'Engin Dikmen', 'id': '90272103'}, {'screen_name': 'MarcVegan', 'name': '🌊🇺🇦🇺🇦🇺🇦Ukraine VoteBlue 🌊', 'id': '2516013102'}, {'screen_name': 'Firefly_Power', 'name': 'Global Learner 🌎', 'id': '415558897'}, {'screen_name': 'AKimCampbell', 'name': 'Kim Campbell', 'id': '87849193'}, {'screen_name': 'HeinzVHoenen', 'name': 'Heinz V. Hoenen 🌻', 'id': '4836879915'}, {'screen_name': 'bluedillygal', 'name': '(((Blue Dilly Gal)))', 'id': '25377285'}, {'screen_name': '1CaptD', 'name': 'CaptD', 'id': '485166864'}, {'screen_name': 'Wipapa5', 'name': 'Wipapa', 'id': '958860239318724614'}, {'screen_name': 'NancySinatra', 'name': 'Nancy Sinatra', 'id': '50735431'}, {'screen_name': 'GretaThunberg', 'name': 'Greta Thunberg', 'id': '1006419421244678144'}, {'screen_name': 'MarkRuffalo', 'name': 'Mark Ruffalo', 'id': '47285504'}, {'screen_name': 'Anne_Hidalgo', 'name': 'Anne Hidalgo', 'id': '26073581'}, {'screen_name': 'underoak', 'name': 'Andria Krewson', 'id': '13575452'}]"
fridaysforfuture,['fridaysforfuture'],2021-07-31,2021,7,31,1053768884732547072,fridays4future,Fridays For Future,"School strike for climate week 128 in Edinburgh, Scotland!  Even though it’s the school holidays, the recent climate disasters are clear signs that we cannot stop demanding action. #FridaysForFuture | @FFF_Scotland  https://t.co/bnrtk88cJ7",en,"[{'screen_name': 'fff_scotland', 'name': 'fff scotland🌍', 'id': '1107312361076084742'}]",23,67,345,https://twitter.com/Fridays4future/status/1421440507545329672,False,[]
"wettribe, tidetotheocean, alohafriday, fridaysforfuture","['wettribe', 'tidetotheocean', 'alohafriday', 'fridaysforfuture']",2021-07-31,2021,7,31,751844218985865216,wettribe,Wet Tribe,"Wishing you all the goodness of Aloha for happiness, harmony, health, peace, protection, and abundance on this beautiful and peaceful beginning to the weekend.  #WetTribe #TidetotheOcean #AlohaFriday #FridaysforFuture  https://t.co/7yzYqHGgYt",en,[],2,6,12,https://twitter.com/WetTribe/status/1421251464303874049,False,[]
"fridaysforfuture, fff, klimakrise","['fridaysforfuture', 'fff', 'klimakrise']",2021-08-01,2021,8,1,1097068235634155520,daniel_huppmann,Daniel Huppmann,"#FridaysForFuture: warum gerade damals, wo steht die Bewegung, wie gehts weiter?, diskutiert @dernaro mit @chris_hiptmayr &amp; @JosephGepp... Ich kann bestätigen: #FFF hat das Selbstbild vieler Wissenschafter·innen verändert und wir sind aktiver in der Kommunikation der #Klimakrise!",de,"[{'screen_name': 'dernaro', 'name': 'b. narodoslawsky', 'id': '223626455'}, {'screen_name': 'chris_hiptmayr', 'name': 'christina hiptmayr', 'id': '563812458'}, {'screen_name': 'josephgepp', 'name': 'joseph gepp', 'id': '1201147934'}]",2,3,17,https://twitter.com/daniel_huppmann/status/1421693969113747457,False,[]
"emergency, climateaction, energytransition, climatecrisis, fires, floods, fridaysforfuture, carbon, sustainability, sdgs, renewables","['emergency', 'climateaction', 'energytransition', 'climatecrisis', 'fires', 'floods', 'fridaysforfuture', 'carbon', 'sustainability', 'sdgs', 'renewables']",2021-08-02,2021,8,2,59386332,arikring,Arik Ring - Energy Engineering Expert,"@Hazloe3 @ProfStrachan @ECOWARRIORSS @ChristineMilne @ristori20 @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_jodi @devindthorpe @AmazingChevVolt @enricomolinari @climateguyw @PaulHBeckwith @StopAdaniCairns @SustMeme @leahstokes @debraruh @DanCas2 @armanwalker @Jackthelad1947 @HansLak @lmg1700 @Klinkmi @seth_leitman @BreezyLovinInWV @CapaTosta122 @kirillklip @blanketcrap @AntonBoym @alexharteco @smoothsale @THEnergyNet @lehimesa @joesegal @GretaThunberg @treacl @Wipapa5 @JimBair62221006 @golwgymor @JoseyRider @lahautj @GeraldKutney @jellsmoor It's Not a Drill It's a Real #Emergency, #ClimateAction is Needed More Than Ever!  RT 2 Support #EnergyTransition  #ClimateCrisis #Fires #Floods #FridaysForFuture #Carbon #Sustainability #SDGs #Renewables @CurieuxExplorer @GaelleMogli @KanezaDiane @mwt2008  https://t.co/Hnm6YR8mZA",en,"[{'screen_name': 'curieuxexplorer', 'name': 'dev khanna', 'id': '1249601030502756353'}, {'screen_name': 'gaellemogli', 'name': 'gaelle mogli #connectaid #sdgs', 'id': '1299961459330494465'}, {'screen_name': 'kanezadiane', 'name': 'diane kaneza 🌍🇧🇮🇪🇦🇪🇺', 'id': '2415478665'}, {'screen_name': 'mwt2008', 'name': 'mark w tebbutt', 'id': '14132290'}]",16,345,255,https://twitter.com/arikring/status/1422312500830343168,False,"[{'screen_name': 'Hazloe3', 'name': 'Hazloe3💎#Fintech⚡#Business💦#growthhacking', 'id': '904726658996998150'}, {'screen_name': 'ProfStrachan', 'name': 'Prof. Peter Strachan', 'id': '2562240601'}, {'screen_name': 'ECOWARRIORSS', 'name': 'GO GREEN', 'id': '2184934963'}, {'screen_name': 'ChristineMilne', 'name': 'Christine Milne AO', 'id': '43792125'}, {'screen_name': 'ristori20', 'name': 'Dominique Ristori', 'id': '2519065502'}, {'screen_name': 'mzjacobson', 'name': 'Mark Z. Jacobson', 'id': '114040486'}, {'screen_name': 'charluv2011', 'name': 'Pure True Love 💕 🇧🇿', 'id': '731019727'}, {'screen_name': 'BSuhic', 'name': 'Jasminka', 'id': '3201812147'}, {'screen_name': 'NJdoc', 'name': 'Mark', 'id': '21460496'}, {'screen_name': 'ddelich', 'name': 'Dan de lich', 'id': '1285909436'}, {'screen_name': 'elder_jodi', 'name': 'Jodi Elder', 'id': '847080140098207746'}, {'screen_name': 'devindthorpe', 'name': 'Devin D. Thorpe', 'id': '528177366'}, {'screen_name': 'AmazingChevVolt', 'name': 'Thomas J Thias / Clean Energy Retort™ 517-749-0532', 'id': '437085205'}, {'screen_name': 'enricomolinari', 'name': '🔛 Enrico Molinari #BNPParibasPartner 🇮🇹🇪🇺🇺🇸', 'id': '75673231'}, {'screen_name': 'climateguyw', 'name': 'Guy Walton', 'id': '766072848268091392'}, {'screen_name': 'PaulHBeckwith', 'name': 'Paul Beckwith', 'id': '95468980'}, {'screen_name': 'StopAdaniCairns', 'name': 'Stop Adani Cairns', 'id': '773362619830849536'}, {'screen_name': 'SustMeme', 'name': 'Jim McClelland', 'id': '39077431'}, {'screen_name': 'leahstokes', 'name': 'Dr. Leah Stokes', 'id': '20790580'}, {'screen_name': 'debraruh', 'name': 'Debra Ruh', 'id': '17905508'}, {'screen_name': 'DanCas2', 'name': 'Dan Castro', 'id': '324489515'}, {'screen_name': 'armanwalker', 'name': 'arman walker', 'id': '291421323'}, {'screen_name': 'Jackthelad1947', 'name': 'John Pratt', 'id': '172081908'}, {'screen_name': 'HansLak', 'name': 'Hans Lak #Mission2030 🌎 A Team', 'id': '21389328'}, {'screen_name': 'lmg1700', 'name': 'LMG', 'id': '796856147101761536'}, {'screen_name': 'Klinkmi', 'name': 'Michaela Klinkert #DropTheCharges', 'id': '736701397798932481'}, {'screen_name': 'seth_leitman', 'name': 'Seth Leitman', 'id': '23431221'}, {'screen_name': 'BreezyLovinInWV', 'name': 'Dee Tallman Cloer', 'id': '1278587388'}, {'screen_name': 'CapaTosta122', 'name': 'Sam Adams ~ #NotMeUs', 'id': '2608043178'}, {'screen_name': 'kirillklip', 'name': 'Kirill Klip 🌎 ⚡️⛏ #Gold & #rEVolution 🔌🔋🚘', 'id': '132288724'}, {'screen_name': 'blanketcrap', 'name': 'Marcus the KNIGHT of the Darkness', 'id': '188143601'}, {'screen_name': 'AntonBoym', 'name': '💛iLikeGreen 💙', 'id': '67873734'}, {'screen_name': 'alexharteco', 'name': 'Alex Hartley 💙🌍🌎🌏', 'id': '24593494'}, {'screen_name': 'smoothsale', 'name': 'Elinor Stutz', 'id': '14763855'}, {'screen_name': 'THEnergyNet', 'name': 'Dr Thomas Hillig • #EUSEW2022 Ambassador #Energy', 'id': '2823694738'}, {'screen_name': 'lehimesa', 'name': 'lehimesa', 'id': '22846618'}, {'screen_name': 'joesegal', 'name': 'Joe Segal- Free Yourself to Be Yourself! 🦋', 'id': '16548484'}, {'screen_name': 'GretaThunberg', 'name': 'Greta Thunberg', 'id': '1006419421244678144'}, {'screen_name': 'treacl', 'name': 'tony anstatt 🦘🇪🇸🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f', 'id': '16343574'}, {'screen_name': 'Wipapa5', 'name': 'Wipapa', 'id': '958860239318724614'}, {'screen_name': 'JimBair62221006', 'name': 'Jim Baird', 'id': '1045360120987701248'}, {'screen_name': 'golwgymor', 'name': '🌑jo', 'id': '2243508517'}, {'screen_name': 'JoseyRider', 'name': 'Josey 🇺🇦 🌻#StandWithUkraine', 'id': '1009486361714462722'}, {'screen_name': 'lahautj', 'name': 'Gaius🔥🔥🔥🇺🇸🔥🔥🔥', 'id': '768160176448864256'}, {'screen_name': 'GeraldKutney', 'name': 'Gerald Kutney - a friend of #ClimateBrawl 🌎🌍🌏', 'id': '904408999'}, {'screen_name': 'jellsmoor', 'name': 'James Ellsmoor 🏝', 'id': '49760807'}]"
"oknb, allefürsklima, uprootthesystem","['oknb', 'allefürsklima', 'uprootthesystem']",2021-08-02,2021,8,2,1265263787109687302,ohnekerosin,Ohne Kerosin Nach Berlin,🔥Ohne Kerosin Nach Berlin - Der Film🔥 Ab dem 20.8. - 26.9. unter  https://t.co/gw5DkIybPJ zu sehen.  Der Trailer ist seit gestern online.  👉 Anschauen und teilen!!   https://t.co/CA1GcVqVUi  @Studis4FutureDE @FridayForFuture  #oknb #AlleFürsKlima #UprootTheSystem  https://t.co/a12wMLhpOt,de,"[{'screen_name': 'studis4futurede', 'name': 'students for future germany', 'id': '1131540177510391809'}, {'screen_name': 'fridayforfuture', 'name': 'fridays for future germany', 'id': '1072187272815149057'}]",3,11,31,https://twitter.com/ohnekerosin/status/1422288107773300737,False,[]
"fiamme, 24settembre, fridaysforfuture, uproothesystem, globalclimatestrike","['fiamme', '24settembre', 'fridaysforfuture', 'uproothesystem', 'globalclimatestrike']",2021-08-02,2021,8,2,1106152286982688768,fffitalia,Fridays For Future Italia,"Queste sono le immagini degli incendi di tutto il mondo, Luglio 2021. Vi sembra normale?  La nostra casa è in #fiamme. Noi il #24settembre scendiamo in piazza. E tu?  #FridaysForFuture  #UprooTheSystem #GlobalClimateStrike  Fonte: NASA  https://t.co/qNqiZedolS  https://t.co/BCY9fIXBv0",it,[],4,69,144,https://twitter.com/fffitalia/status/1422205068846190595,False,[]
"nohayplanetab, lagranbellotadanambroqueña, fridaysforfuture","['nohayplanetab', 'lagranbellotadanambroqueña', 'fridaysforfuture']",2021-08-03,2021,8,3,1179666851804135424,bellotadala,La Gran Bellotada Nambroqueña,🟢 Imagina lo que seríamos capaces de hacer si todos los gobiernos y gran parte de los ciudadanos nos pusiéramos a plantar árboles... 🟢 El cambio del terreno ha sido espectacular en solo 18 años. ¿Actúas? 💪🏽✌🏽 #NoHayPlanetaB 💚🌍 #LaGranBellotadaNambroqueña 🌱 #FridaysForFuture  https://t.co/ksODDDmIeV,es,[],2,11,24,https://twitter.com/BellotadaLa/status/1422419553611571201,False,[]
