clean_tags,date,Month,tweet,language,replies_count,retweets_count,likes_count,Year,Day
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, cdurausausderregierung, lebenretten",2021-05-22,5,Guten Morgen vom Hirschgarten 👋😷schönen samstäglichen Start ins Pfingstwochenende! #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller #CDUrausausderRegierung #LebenRetten🥦,german,6,8,21,2021,22
"fossilfuels, climatecrisis, fridaysforfuture",2021-05-22,5,@JasminSwain9 @StrikeClimate @Luisamneubauer @DoctorKarl outlines the history of it here.  First noticed by big business in 1974.  Accepted by scientist in 1989.  And the documented discussion (via email) the #FossilFuels industry had to run a smear campaign.  #ClimateCrisis #FridaysForFuture    https://t.co/G8D9nl7Vsk,english,2,12,17,2021,22
fridaysforfuture,2021-05-21,5,"Einem Monat nach Aufstellung von Laschet und Baerbock als KanzlerkandidatInnen liegen die Grünen in der aktuellsten Umfrage immer noch vorn  Das ist bemerkenswert, da die Anti-Baerbock-Kampagne mittlerweile einen erheblichen Teil ihrer Munition verschossen hat  #FridaysForFuture  https://t.co/aMBBm3uOnw",german,2,9,15,2021,21
"climateaction, fridaysforfuture, climatecrisis, climatechange",2021-05-21,5,S/O to boomers for #ClimateAction   S/O to @GretaThunberg &amp; #FridaysForFuture activists  S/O to everyone else fighting the good fight.  #ClimateCrisis #climatechange,english,4,22,42,2021,21
"страйкзаклімат, fightfor1point5, raiseyourstandards, nomoreemptypromises, cleanupstandardchartered, withdrawthecap, climatestrike, climateaction, fridayforfuture, climatecrisis",2021-05-21,5,#СтрайкЗаКлімат 21.05.2021 #FightFor1Point5 #RaiseYourStandards #NoMoreEmptyPromises #CleanUpStandardChartered #WithdrawTheCAP #climatestrike #climateaction #FridayForFuture #climatecrisis  https://t.co/EOtVnFwAfr,und,3,7,14,2021,21
"digitalstrike, climateactionnow, climateaction, climatejustice, climatestrikeonline, fridaysforfuture, boomersforclimatejustice, facetheclimateemergency",2021-05-21,5,🌎🌿👇 Solidarity David.!✌️💚🌿For #DigitalStrike Week 63:🗣️📢🆘🌎🆘🌿#ClimateActionNOW #ClimateAction #ClimateJustice ✊🗣️📢🌿🆘🌎🆘 #ClimateStrikeOnline #FridaysForFuture 🌱🌎 #BoomersForClimateJustice 🗣️📢🆘🌎🆘🌱🌿 #FaceTheClimateEmergency 🗣️📢🆘🌎🆘🔥🌱🌿🔥,english,2,16,14,2021,21
"climateexp0, climatetwitter, fridaysforfuture, ecohomes, imnotcryingyourecrying",2021-05-21,5,"Following an inspiring final session at #ClimateExp0, which discussed about the power of young people taking action, thought I’d share with #ClimateTwitter this amazing eco-house made by my awesome eco-queen niece 🤩 #FridaysForFuture  #ecohomes #imnotcryingYOUREcrying  https://t.co/aQs3xetqZs",english,6,9,7,2021,21
fridaysforfuture,2021-05-21,5,#FridaysForFuture 😇👍,und,2,10,7,2021,21
"climatestrike, climateaction, climate, klimaschutz, fridaysforfuture, klimakrise, klimastreik, actnow",2021-05-21,5,#ClimateStrike week 121  The first offline climate strike for me in a while! It was a lot of fun and so empowering! #ClimateAction #climate #Klimaschutz #FridaysForFuture #Klimakrise #Klimastreik #ActNow  https://t.co/GP0uQX1Ch1,english,4,31,140,2021,21
"digitalstrike, planet, climateactionnow, climate, climateaction, climatejustice, climatestrikeonline, fridaysforfuture, boomersforclimatejustice",2021-05-21,5,#DigitalStrike week 63 Healthy lives NEED a healthy #planet. We have a moral obligation to act. #ClimateActionNOW! #climate #climateAction #ClimateJustice #ClimateStrikeOnline #FridaysForFuture #BoomersForClimateJustice @ClimateCrisis @POTUS @VP @ClimateEnvoy  https://t.co/7LFx2Knt0Z,english,3,11,23,2021,21
"fridaysforfuture, climatestrike, facetheclimateemergency",2021-05-21,5,School strike for climate WEEK 119. The struggle for climate justice continues  #FridaysForFuture #ClimateStrike #FaceTheClimateEmergency  https://t.co/UHrfKByuvE,english,7,92,394,2021,21
"climatestrikeonline, fridaysforfuture, facetheclimateemergency, climatejustice",2021-05-21,5,Another Friday. Another #ClimateStrikeOnline #fridaysforfuture #FaceTheClimateEmergency #ClimateJustice  https://t.co/wDcMIVz8WP,english,2,9,18,2021,21
"climateaction, climatejustice, mindthegap, fridaysforfuture, climatestrikeonline, 未来のための金曜日",2021-05-21,5,#ClimateAction week18  今気候変動によって苦しめられている人、命を落とす人や生き物たちがいて…。 その痛みは私は感じられないかもしれない。 だけど、それが声をあげない理由にはならない。 #ClimateJustice  #MindTheGap #FridaysForFuture #ClimateStrikeOnline #未来のための金曜日  https://t.co/Kj5pbDjqRz,japanese,3,13,39,2021,21
"withdrawthecap, fridaysforfuture",2021-05-21,5,"Univ strike week 64 The current CAP doesn’t have any emissions reduction plan, so droughts/flooding across the world will increasingly affect small farmers. Besides, subsidies go to landowners, increasing inequality and injustice. @EU_Commission #WithdrawTheCAP #FridaysForFuture  https://t.co/D08CcgFmGU",english,2,16,25,2021,21
"schoolstrike4climate, fridaysforfuture",2021-05-21,5,School strike for the climate week 119. #schoolstrike4climate #FridaysForFuture @GretaThunberg  https://t.co/LULJq9fzZD,english,12,78,437,2021,21
"climatestrikeonline, fridaysforfuture",2021-05-21,5,#ClimateStrikeOnline week 60. #FridaysForFuture  https://t.co/j4O6nioPAS,english,3,8,32,2021,21
"climatecrisis, climatebrawl, climatechange, climatestrike, fridaysforfuture",2021-05-21,5,Go Greta go… the world is watching  #ClimateCrisis #ClimateBrawl #climatechange #ClimateStrike #FridaysForFuture,english,3,16,36,2021,21
"climatechange, climatestrike, climateaction, nomoreemptypromises, facetheclimateemergency, fridaysforfuture, climatestrikeonline, marcodecanaveses",2021-05-21,5,🗣Each space must be used for environmental awareness and to invite more people to act against #ClimateChange  #ClimateStrike #ClimateAction    #NoMoreEmptyPromises #FaceTheClimateEmergency #FridaysForFuture #ClimateStrikeOnline #MarcoDeCanaveses  https://t.co/859Ite2gcM,english,7,54,31,2021,21
"climatejustice, fridaysforfuture, facetheclimateemergency",2021-05-21,5,In Uganda🇺🇬 climate change came with extreme events which has displace large amounts of people especially those who are unable to respond and rebuild after disasters due to lack of resources. We demand for #ClimateJustice #Fridaysforfuture @GretaThunberg #FaceTheClimateEmergency  https://t.co/IWXlZCHbyd,english,10,166,527,2021,21
"withdrawthecap, mindthegap, climatestrikeonline, fridaysforfuture, facetheclimateemergency",2021-05-21,5,School strike week 144. We are asking the EU commission to #WithdrawTheCAP . We cannot afford 7 more years of environmental- and climate destruction. #MindTheGap #climatestrikeonline #fridaysforfuture #FaceTheClimateEmergency  https://t.co/Iv5j541Fj1,english,313,1605,10078,2021,21
"climatestrikeonline, lucknow, up, india, nomoreemptypromises, fridaysforfuture",2021-05-21,5,Week # 15 #ClimateStrikeOnline in #Lucknow #UP #India   Free EDUCATION for those orphaned by COVID19  #NoMoreEmptyPromises #FridaysForFuture @GretaThunberg @vanessa_vash @LicypriyaK @fff_digital @Fridays4future @OurSwapna @FFFIndia @heyitsachyut  https://t.co/ThsDumKcA8,english,6,15,31,2021,21
"climatestrikeonline, climateaction, fridaysforfuture, gretathunberg, nomoreemptypromises, mindthegap, climatestrike",2021-05-21,5,#ClimateStrikeOnline #ClimateAction #FridaysForFuture @Fridays4future @GretaThunberg #GretaThunberg #NoMoreEmptyPromises #MindTheGap #ClimateStrike  https://t.co/qrZO4TaCYo,qme,2,16,39,2021,21
fridaysforfuture,2021-05-21,5,No future without nature #fridaysforfuture  https://t.co/XPH7LZEUEB,english,6,169,667,2021,21
"climatestrikeonline, fridaysforfuture, climateaction, climateemergency, stayhome",2021-05-21,5,My 43 week. #climatestrikeonline  #fridaysforfuture #climateaction                                #ClimateEmergency  #StayHome  https://t.co/1dGXaSAwyF,english,3,37,134,2021,21
"climatestrike, climatejustice, fridaysforfuture, mindthegap, facetheclimateemergency, freepalestine, soscolombia, sosmyanmar",2021-05-21,5,"My 113th week on #ClimateStrike 🌍 To keep our faith for a better future, we need all oppression &amp; violence to end around the world. #ClimateJustice is impossible w/o social justice 🌏 #FridaysForFuture #MindTheGap #FaceTheClimateEmergency #FreePalestine #SOSColombia #SOSMyanmar  https://t.co/cvJgCJlJ8i",english,16,135,528,2021,21
"fridaysforfuture, laespañaquehacemos_",2021-05-21,5,Hicimos grande el movimiento #FridaysForFuture para detener el cambio climático. 🌏🌍🌎Para conservar nuestro planeta.   Un desafío para el que debemos saber dar respuesta las organizaciones y partidos políticos.   ¡Debe ser una PRIORIDAD❗   🌹 @AnguitaOmar  #LaEspañaQueHacemos_  https://t.co/K7N6TLKzQ0,spanish,7,43,46,2021,21
"schoolstrike4climate, fridaysforfuture, mindthegap, facetheclimateemergency, fightfor1point5",2021-05-21,5,Climate strike week 127  Solidarity with fellow climate strikers massing in Australia and Switzerland today ! 👏👏💪💪  #schoolstrike4climate #fridaysforfuture #MindTheGap #FaceTheClimateEmergency #FightFor1Point5  https://t.co/AexxsHxLt8,english,2,27,39,2021,21
fridaysforfuture,2021-05-21,5,"Future generations this, future generations that...  Guys... we're here. We ARE the future generations people decades ago tried saving the planet for.  We have every right 2 b pissed off, and we have every right to steal the mic. @GretaThunberg  @Environment_Ke #FridaysForFuture  https://t.co/1IwiGBt7il",english,40,343,1817,2021,21
"fridaysforfuture, standwiththeoppressed",2021-05-21,5,"Within climate activism, it's essential to fight all forms of oppression &amp; injustice. Current global structures must be remodelled on foundations of equity &amp; environmental respect.  There is no climate justice without social liberation.  #FridaysForFuture #StandWithTheOppressed  https://t.co/a7XhpzhYdi",english,8,65,210,2021,21
"climatestrike, fridaysforfuture, swedishlaw123, climateemergency",2021-05-21,5,"@endelstamberg @redmayne_robert @Leyse65081133 @VipinSangwanVS @arifismail0 @voicetopeople @yamunajiye @rwclimate @ShreyaTuli_ @IvyKriss @WakioDorcas @mrEmTee @thekopargaonkar @Thakrarkhelan @DenisNishant @ArunYadav0007 @sachinjacobk @parents4future @JovanMaria123 @madlove_love @TomsTweeters @fridays_india @FFF_USA @releaf4us @SwedishPM @fff_sssat @AdamSrigley @arhogan @ArubaFaruque @Mrs_Dalloway_ @fff_tui @FFF_SAJ @AnnaTermine2 @BespokePanic @ExtinctionR_SV @bella_linne @Shell Week 144  21/5 #ClimateStrike #FridaysForFuture  427 strikes 51  countries  When our democratic reps  don’t hold the powerful  accountable, where  shall  we  go? @SwedishPM stop failing us!  #SwedishLaw123  @SwedishPM breaks laws! #ClimateEmergency kills!  https://t.co/PQEoAMsA43",english,3,12,22,2021,21
"strikeforfuture, klimastreik, fridaysforfuture",2021-05-21,5,Wir streiken für die Zukunft! Heute finden im Rahmen des #StrikeForFuture in der ganzen Schweiz Aktionen für eine nachhaltige und klimagerechte Gesellschaft statt. Bist du auch dabei? Alle Events findest du hier 👉  https://t.co/wFIcmmS4Qe   #Klimastreik #FridaysForFuture  https://t.co/MQLSdiMdTc,german,3,15,37,2021,21
"fridaysforfuture, climatestrike, climateaction",2021-05-21,5,Our message is clear. Pandemics are caused by our current ways of life! We should stop polluting and factory farming immediately to prevent pandemics and climate from changing irreversibly! #FridaysForFuture #ClimateStrike #ClimateAction  https://t.co/kFl0QECag4,english,5,26,64,2021,21
"climateemergency, fridays4future, fridaysforfuture",2021-05-21,5,Still true:  https://t.co/GmHTbcfTd8 #ClimateEmergency #Fridays4Future #FridaysForFuture Immer noch wahr:  https://t.co/4NT5JbfLK4,german,3,28,116,2021,21
"fridayforfuture, strikeforfuture",2021-05-21,5,Heute findet der Friday for Future statt. Es ist Zeit JETZT zu Handeln! Nur so können wir unsere Zukunft noch retten. Jetzt JA zum CO2-Gesetz stimmen für einen ersten Schritt. Fürs Zuwarten ist der Zug schon lange abgefahren.  #FridayForFuture #StrikeForFuture  https://t.co/NRXzaEMiyu,german,4,3,11,2021,21
"climatestrike, climate, mildura, climateactionnow, fundourfuturenotgas, fridaysforfuture, auspol",2021-05-21,5,"We went to our local #ClimateStrike today, organised by teens within a COVID-19 and quite negative #climate environment here in #mildura. They did a great job despite the backlash!  We’re not backing down, we need #ClimateActionNow! #FundOurFutureNotGas #FridaysForFuture  #auspol  https://t.co/iLOYoZLudm",english,3,5,8,2021,21
"nature, perfect, trees, weird, beautiful, goodmorningeveryone, fridaymotivation, fridaythoughts, fridayvibes, fridaysforfuture",2021-05-21,5,"In #nature, nothing is #Perfect and everything is perfect. #Trees can be contorted, bent in #Weird ways, and they’re still #beautiful. #GoodMorningEveryone #FridayMotivation #FridayThoughts #FridayVibes #FridaysForFuture  https://t.co/QTup2Lw0FO",english,16,10,214,2021,21
"fridaysforfuture, climatestrike, stopeacop",2021-05-21,5,This #FridaysForFuture help make @Total &amp; @StandardBankZA shareholders face the people by sharing a #ClimateStrike message to STOP the East African Crude Oil Pipeline. Add your pic to the #StopEACOP selfie wall here  https://t.co/criPVzpS19  https://t.co/I67e3N0B0J,english,3,35,48,2021,21
fridaysforfuture,2021-05-21,5,#FridaysForFuture week 89. A pretty great turn out in Sydney despite the rain. But the climate crisis won’t be “fixed” in a single day. So we go on 🔥  https://t.co/j7hBcS1Rvm,english,4,110,428,2021,21
"fridaysforfuture, nannas, worimi, forster, nsw, australia, fundourfuturenotgas, climatestrike, climatestrikeforster, nomoreemptypromises, auspol",2021-05-21,5,@GretaThunberg @mrl58 For our #FridaysforFuture the #Nannas joined the students on #Worimi country #Forster #NSW #Australia to demanded that our Governments #FundOurFutureNotGas  #ClimateStrike #ClimateStrikeForster #NoMoreEmptyPromises #auspol  https://t.co/sfkpJZ5VMZ,english,8,149,564,2021,21
"fridaysforfuture, schoolstrike4climate",2021-05-21,5,Go Sydney! 🦋☀️  #FridaysForFuture  #SchoolStrike4Climate,english,5,77,313,2021,21
"climatestrike, fridaysforfuture, facetheclimateemergency",2021-05-21,5,"On the behalf of all the parents, I stand shoulder to shoulder with all the children across the globe  who are doing #ClimateStrike to save our Mother Earth🌍 .  #FridaysForFuture  #FaceTheClimateEmergency  @GretaThunberg @KaoHua3 @Fridays4future @vanessa_vash  @parents4future  https://t.co/2m73SsPX4b",english,72,397,1794,2021,21
"facetheclimateemergency, fridaysforfuture",2021-05-21,5,I stand shoulder to shoulder with you . #FaceTheClimateEmergency #FridaysForFuture   @GretaThunberg @vanessa_vash  @KaoHua3 @rwclimate  @WakioDorcas @endelstamberg @redmayne_robert @TomsTweeters @Andrew88820142 @krosenlund_com @mulindwa_guy @Ibrodollars,english,2,25,32,2021,21
"klimakrise, kurzstreckenflüge, klimaschutz, fridaysforfuture, climateaction",2021-05-21,5,Grüne Farbe reicht nicht! Angesichts der #Klimakrise muss der Flugverkehr reguliert und reduziert werden. Der Verzicht auf #Kurzstreckenflüge ist ökonomisch und ökologisch geboten. #Klimaschutz #FridaysForFuture #ClimateAction  https://t.co/JAWKCr5Amv,german,5,10,53,2021,21
"climatestrike, fridaysforfuturepunjab, fightfor1point5, fridaysforfuture, schoolstrike4climate",2021-05-21,5,@KambojAnanya and @KambojAahana on #ClimateStrike.  #FridaysForFuturePunjab #FightFor1Point5 #FridaysForFuture #schoolstrike4climate  @GretaThunberg @vanessa_vash @Farah_mkma @sophiamathur @CevikusHB  https://t.co/niT3lnoGuy,english,2,13,30,2021,21
"climatestrike, india, climatechange, fridaysforfuture, nomoreemptypromises",2021-05-21,5,Week 45th #ClimateStrike🌍 in #India🇮🇳 #ClimateChange is not just about rising temperature. It's about protecting earth🌍 for  generations to come.  #FridaysForFuture #NoMoreEmptyPromises @GretaThunberg @vanessa_vash @LicypriyaK @KaoHua3 @Fridays4future @FFFIndia @WakioDorcas  https://t.co/q9w3oe7kqO,english,8,85,137,2021,21
"climatestrike, india, fridaysforfuture, facetheclimateemergency",2021-05-21,5,"Week 16th #ClimateStrike🌍 in #India. 🇮🇳  Together, we can save the Earth.  #FridaysForFuture #FaceTheClimateEmergency  @GretaThunberg @vanessa_vash @LicypriyaK @rwclimate @ExtinctionR @KaoHua3  @Fridays4future @mrEmTee @FFFIndia @AaravSeth_ @parents4future @SDGoals @JamesWakibia  https://t.co/Ha7bgDNgX6",english,5,48,101,2021,21
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, cdurausausderregierung, lebenretten",2021-05-21,5,Guten Morgen vom Hirschgarten 👋😷Es graut der Mai-Freitag aprilwetterlich #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller #CDUrausausderRegierung #LebenRetten 💪✊🌹🍀🥦,german,4,5,9,2021,21
"strike4climate, fridaysforfuture, gippsnews",2021-05-20,5,For those locals that can't attend the student strike in Melbourne a small group will be on the highway in Bairnsdale opposite Chem Mart. #Strike4Climate #FridaysForFuture #gippsnews  https://t.co/OFRpym3CFA,english,2,11,19,2021,20
"klimakrise, illner",2021-05-20,5,2020 wurden dreimal so viele Menschen durch Wetterextreme vertrieben wie durch Gewalt.  Weltweit flohen 55 Millionen Menschen innerhalb ihres eigenen Landes.  Gleichzeitig verhindern Bundesregierung und EU-Parlament Finanzhilfen für von der #Klimakrise betroffene Länder. #Illner,german,33,108,688,2021,20
"climatestrike, cycloneamphan, fridaysforfuture, climateaction",2021-05-20,5,"#ClimateStrike  in Shyamnagar, Bangladesh on the eve of ""One Year of #CycloneAmphan"" @GretaThunberg #FridaysForFuture #ClimateAction  https://t.co/aGTk5ezLk7",english,4,38,59,2021,20
fff,2021-05-20,5,"Hat die deutsche @FridayForFuture etwa die Kooperation mit der antisemitischen internationalen #FFF beendet, Frau @Luisamneubauer? Sollte ich das tatsächlich übersehen haben?",german,8,23,115,2021,20
fridaysforfuture,2021-05-20,5,"Ich finde die Distanzierung der deutschen #FridaysForFuture-Sektion reicht nicht - man kann doch zB nicht ernsthaft in einem Verein bleiben, wenn man mit dessen offenkundig von einer großen Mehrheit getragenen neuen wesentlichen Zielen und Gesichtspunkten nicht übereinstimmt.",german,4,16,40,2021,20
"israel, palästina, antisemitismus, fridaysforfuture",2021-05-20,5,Die Undifferenziertheit in der Debatte um #Israel/#Palästina und um #Antisemitismus zeigt sich gerade wieder in der Auseinandersetzung innerhalb von #FridaysForFuture.  Thread:,german,3,6,16,2021,20
"aufbruchsklima, solidarischgehtanders",2021-05-20,5,"Das #Aufbruchsklima wächst – FridaysForFuture Deutschland wird Teil von #SolidarischGehtAnders und macht ernst mit dem Organisieren für einen klimagerechten Aufbruch, der millionen gutbezahlte Jobs schafft!",german,6,4,40,2021,20
solidarischgehtanders,2021-05-20,5,"Wir sind Teil von #SolidarischGehtAnders, weil trotz der Klimakrise und des Artensterbens noch immer Milliarden in schmutzige Industrien fließen. Raus aus der Krise geht’s nicht zurück – wir kämpfen gemeinsam für einen klimagerechten Umbau!  https://t.co/mQbAPUHQDy",german,44,85,484,2021,20
"fridaysforfuture, palestine",2021-05-20,5,"Der Versuch diverser Karrierist:innen aus Deutschland, der internationalen #FridaysForFuture Bewegung die hier gängige Netanjahu-Solidarität aufzuzwingen ist offenbar gescheitert.  #Palestine  https://t.co/0w5wFMgVYB",german,16,36,378,2021,20
fridaysforfuture,2021-05-20,5,"Guten Morgen. Die Zeit der Demaskierung: Frau @ABaerbock vergisst auf ihre Nebeneinkünfte,  #FridaysForFuture schwurbelt über Märtyrer, verbreitet Antisemitismus (wer will da seine Kinder noch mitgehen lassen?).  Was andere nicht berichten - wir liefern:  https://t.co/GRoTMIP6Q4",german,3,13,43,2021,20
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, cdurausausderregierung, lebenretten",2021-05-20,5,Guten Morgen vom Hirschgarten 👋😷auch diesen Donnerstag kein Frühling😔 #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller #CDUrausausderRegierung #LebenRetten 💪✊🌹🍀🥦,german,4,3,10,2021,20
"thread, antisemitismus",2021-05-19,5,"Erschütternd: In 1 langen #Thread hat sich der internationale @Fridays4future-Account gerade einer einseitigen, anti-israelischen Lesart der komplexen Geschichte angeschlossen. Wichtig, dass @FridayForFuture Deutschland 🇩🇪 sich davon &amp; generell von #Antisemitismus distanzierte.",german,16,44,262,2021,19
fridaysforfuture,2021-05-19,5,"1/4 Offen Linksextreme in den Reihen von #FridaysForFuture missbrauchen die Klima-Bewegung für billigsten Antisemitismus und die eigene Agenda. Jede Schülerin und jeder Schüler, der ehrlich für Klimaschutz freitäglich auf die Straße gegangen ist, wird durch den Dreck gezogen.",german,5,20,162,2021,19
"uno, bds, settlercolonialism, apartheidisrael, fridaysforfuture",2021-05-19,5,"- Was soll nicht korrekt bei den Landkarten sein? Die sind bei #UNO historisch belegt - Ist Unterstützung einer friedlichen Bewegung wie #BDS etwa kriminell? - @hrw, @btselem &amp; viele anerkannte Organisationen sprechen von #SettlerColonialism &amp; #ApartheidIsrael  #FridaysForFuture",german,2,11,16,2021,19
"fff, fridaysforfuture",2021-05-19,5,"#FFF Deutschland räumt offen ein, dass die internationale #FridaysForFuture-Bewegung mittlerweile von Antisemiten unterwandert wurde und distanziert sich entsprechend. Gut! Ich frage mich aber: Wird damit auch jede Zusammenarbeit eingestellt? Mit Antisemiten kooperiert man nicht!",german,4,15,76,2021,19
"fridays, for, future",2021-05-19,5,#Fridays #for #future @FridayForFuture in redefinition  https://t.co/ml0E8KSTTy,english,3,5,12,2021,19
fridaysforfuture,2021-05-19,5,"Ist das echt, #FridaysForFuture? Nun ja, die Dreißiger Jahre nahen.",german,3,6,22,2021,19
fff,2021-05-19,5,Der ganze Post von @fridaysforfuture klingt wie eine Pressemeldung der Hamas.  Blut und Boden? Wirklich? Was stimmt mit euch nicht? #FFF  @Luisamneubauer   https://t.co/Vg0WqjcqEK  https://t.co/6tZtdlZbS4,german,29,76,311,2021,19
fridaysforfuture,2021-05-19,5,Das ist jedenfalls kein Umgang #FridaysForFuture  https://t.co/NdseiRAV98,german,3,8,53,2021,19
fridaysforfuture,2021-05-19,5,Das ist eindeutig #FridaysForFuture  https://t.co/0ssk0hjzJ0,german,7,14,36,2021,19
"bioregionalismus, bds, palästina",2021-05-19,5,".@FridayForFuture Bitte Stellungnahme! Blut-und-Boden-Text, esoterischer #Bioregionalismus, Unterstützung des antisemitischen #BDS, gefälschte #Palästina-Landkarten (längst bewiesen) usw. @FFF_Frankfurt",german,11,24,102,2021,19
"fridaysforfuture, climateaction",2021-05-19,5,"Great that @Luisamneubauer from #FridaysForFuture 🇩🇪 is now on board for the global environmental @EarthshotPrize! As @COP26 Presidency, the 🇬🇧 will work tirelessly towards a net zero future. #ClimateAction",english,2,9,20,2021,19
"reemtsma, vergangenheitsbewältigung, haustür, luissa, fridaysforfuture, fff, wehrmacht",2021-05-19,5,"Seit Jahrzehnten ist die Familie #Reemtsma vorne mit dabei, wenn es um ein Thema wie #Vergangenheitsbewältigung geht - dabei gäbe es allen Grund, erst einmal vor der eigenen #Haustür zu kehren. #LuiSSa #FridaysforFuture #FFF #Wehrmacht    https://t.co/Zm8rJh0IeN",german,4,41,86,2021,19
"climatestrike, schoolstrike4climate, fridaysforfuture",2021-05-19,5,"Only 48 hours to go! In Australia, join the #climatestrike this Friday to demand urgent climate action &amp; a path forward which is not gas-led ✊ Support our student strikers. Find a strike near you or online action 👉  https://t.co/sruT51rnA5 #schoolstrike4climate #FridaysForFuture  https://t.co/wFsK65bxWt",english,2,30,31,2021,19
"fridaysforfuture, bds, settlercolonialism, stopmisinformation, antisemitismus",2021-05-19,5,"#FridaysForFuture verbreitet historisch nicht korrekte Landkarten, spricht sich für die Unterstützung der #BDS Bewegung aus und spricht von Märtyrern und #SettlerColonialism. Ihr tragt Verantwortung bei 450000 Followern, #stopmisinformation! #Antisemitismus @FridayForFuture  https://t.co/zVMvdOiZH8",german,29,131,536,2021,19
"keinekohlefürdiekohle, kohlecommerzbank",2021-05-18,5,"Wie andere Finanzakteur*innen wäscht sich auch die @commerzbank regelmäßig grün. Wie ihr aktuelles Geschäftsmodell Klimagerechtigkeit untergräbt, lest ihr im Thread von @FFF_Frankfurt:   #KeineKohleFürDieKohle #KohleCommerzbank  https://t.co/XqtOiET5mr",german,4,17,160,2021,18
keinekohlefürdiekohle,2021-05-18,5,"Die @commerzbank ist die größte deutsche Geldgeberin der globalen Kohleindustrie. Längst ist klar: Um die 1,5 Grad-Grenze noch einzuhalten dürfen ab heute keine neuen fossilen Projekte mehr finanziert werden. Zur Hauptversammlung ist unsere Botschaft klar: #KeineKohleFürDieKohle!",german,19,106,744,2021,18
"cop26, ghg, climateemergency, fridaysforfuture, climateaction, endcoal, energy, sustainability, sdgs, carbon, energytransition, cleanenergy, gnd",2021-05-17,5,@Hazloe3 @ProfStrachan @ECOWARRIORSS @MsFowlersays @ChristineMilne @ristori20 @mzjacobson @charluv2011 @BSuhic @ddelich @elder_jodi @devindthorpe @TXsharon @AmazingChevVolt @enricomolinari @1o5CleanEnergy @climateguyw @PaulHBeckwith @StopAdaniCairns @SustMeme @leahstokes @debraruh @TheGentYYC @DanCas2 @armanwalker @Jackthelad1947 @HansLak @lmg1700 @Klinkmi @seth_leitman @BreezyLovinInWV @GeraldKutney @CapaTosta122 @luribea68 @kirillklip @blanketcrap @AntonBoym @alexharteco @smoothsale @THEnergyNet @suemarietta @lehimesa @joesegal @GretaThunberg @mvollmer1 @jksmith34 @jellsmoor We Need A Successful #COP26 to Cut #GHG &amp; Mitigate the #ClimateEmergency!  Listen to Sir Attenborough &amp; Kindly RT  #FridaysForFuture #ClimateAction #EndCoal #Energy #Sustainability #SDGs #Carbon #EnergyTransition #CleanEnergy #GND @JimBair62221006 @vegix  https://t.co/wpweonxbob,english,17,445,392,2021,17
"p7spezial, laschet",2021-05-17,5,🤡🤡🤡 #P7Spezial: Klimakompetenz von Armin #Laschet in 10 Sekunden:  https://t.co/NB5BjTiKmY,german,79,354,2542,2021,17
"klimaschutz, keingradweiter, fridaysforfuture, klimakrise",2021-05-17,5,"Merkt ihr selbst, @CDU – oooder? 🧐 Eure Heuchelei beim #Klimaschutz ist so durchschaubar.  Jetzt retweeten, um @ArminLaschet und der ganzen CDU klar zu machen: Wer Klimaschutz ausbremst, wird abgewählt! 👋  #KeinGradWeiter #FridaysForFuture #Klimakrise  https://t.co/QWfnImFZVl",german,9,312,596,2021,17
"fridaysforfuture, keinekohlefürdiekohle",2021-05-17,5,Morgen betreibt Deutschlands größte Kreditgeberin der globalen Kohleindustrie – die @Commerzbank – wieder Greenwashing auf ihrer Hauptversammlung. #FridaysForFuture streikt deshalb vor Ort in Frankfurt. Wir fordern von der Bank und allen Finanzakteuren: #KeineKohleFürDieKohle!  https://t.co/0cD1wGik2Z,german,19,118,429,2021,17
"mieter, klimaschutz",2021-05-17,5,"Was sagen eigentlich @FridayForFuture, @UlrichSchneider, @svenjaschulze &amp; @Klaus_Mueller dazu? Sind #Mieter selbst Schuld an horrendem CO2-Austoß von unsanierten Gebäuden mit alten Ölheizungen? (1/2)  #Klimaschutz",german,8,3,10,2021,17
idahobit2021,2021-05-17,5,"Heute ist der internationale Tag gegen Homo-, Bi-, Inter-, und Transfeindlichkeit. Noch immer werden queere Menschen in Deutschland und überall auf der Welt benachteiligt und angegriffen. Jede Form der Diskriminierung hat bei uns keinen Platz! #IDAHOBIT2021 🏳️‍🌈  https://t.co/H1BvVq73tG",german,26,153,891,2021,17
